"","Date","Infl_f","BOT_f","Yield_f","FER_f","Int_f","GDPG_f","CA_f","Exchange","Country"
"361",2001-02-01,2.3,3817.3,5.1,115932,5.4,-0.144629615758369,14321679.6214809,7.9629,"denmark"
"362",2001-03-01,2.4,4620.7,5.03,116058,5.3,-0.181957371562169,13508442.0507605,8.1103,"denmark"
"363",2001-04-01,2.3,5892.8,4.95,116663,5.3,-0.3,12726493.0634321,8.2229,"denmark"
"364",2001-05-01,2.7,4490.9,5.33,115237,5.3,-0.673493328215884,11975221.0298661,8.3657,"denmark"
"365",2001-06-01,2.7,4082.3,5.47,119963,5,-0.984049561575514,11254014.320433,8.5256,"denmark"
"366",2001-07-01,2.3,3617.4,5.39,121656,5,-0.79,10562261.3055031,8.7397,"denmark"
"367",2001-08-01,2.4,3899.4,5.18,122079,4.95,0.152677002695979,9899350.35544667,8.6442,"denmark"
"368",2001-09-01,2.5,6165.9,5.08,125424,4.65,1.29741487712348,9264669.84063419,8.2632,"denmark"
"369",2001-10-01,2.3,6250.7,5.02,145901,4.15,1.9,8657608.131436,8.1654,"denmark"
"370",2001-11-01,2.2,6333.1,4.65,149066,4.1,1.45315568780234,8077553.59822246,8.2186,"denmark"
"371",2001-12-01,1.9,7018.5,4.76,151281,3.6,0.397353016044546,7523894.61136396,8.3832,"denmark"
"372",2002-01-01,2.2,1448.3,5.22,148739,3.6,-0.589999999999999,6996019.54123085,8.3526,"denmark"
"373",2002-02-01,2.5,4386.2,5.16,164619,3.6,-0.980484939090509,6493316.75819352,8.4183,"denmark"
"374",2002-03-01,2.5,3093.1,5.21,172160,3.55,-0.841641756116483,6015174.63262233,8.5343,"denmark"
"375",2002-04-01,2.6,5005.9,5.44,173946,3.55,-0.39,5560981.53488765,8.4795,"denmark"
"376",2002-05-01,2.4,2927.6,5.37,180852,3.55,0.166561846337477,5130125.83535985,8.3942,"denmark"
"377",2002-06-01,2.1,6087.7,5.4,181358,3.55,0.654769563976941,4721995.9044093,8.1098,"denmark"
"378",2002-07-01,2.2,6097.3,5.19,180591,3.55,0.91,4335980.11240637,7.7775,"denmark"
"379",2002-08-01,2.2,2896.9,5,185394,3.55,0.818311627814676,3971466.82972144,7.4807,"denmark"
"380",2002-09-01,2.3,5084,4.86,196409,3.45,0.468489426134646,3627844.42672487,7.5948,"denmark"
"381",2002-10-01,2.4,5878.3,4.61,203131,3.45,1.11022302462516e-16,3304501.27378703,7.5752,"denmark"
"382",2002-11-01,2.5,4741.3,4.86,198596,3.45,-0.439067616855441,3000825.7412783,7.5732,"denmark"
"383",2002-12-01,2.7,6247.2,4.78,199142,3.45,-0.666134675922932,2716206.19956904,7.4201,"denmark"
"384",2003-01-01,2.5,5598.6,4.46,197181,2.95,-0.49,2450031.01902962,7.2874,"denmark"
"385",2003-02-01,2.6,3148.8,4.31,195949,2.95,0.153884765533013,2201688.57003042,6.998,"denmark"
"386",2003-03-01,2.9,5445.9,4.16,197439,2.95,0.82345668496449,1970567.22294181,6.892,"denmark"
"387",2003-04-01,2.9,4797.9,4.32,198443,2.7,0.95,1756055.34813415,6.8807,"denmark"
"388",2003-05-01,2.5,5047,4.34,199562,2.7,0.186491517686353,1557541.31597782,6.8381,"denmark"
"389",2003-06-01,2.2,4711.7,3.94,230396,2.65,-0.927321693564659,1374413.49684318,6.4268,"denmark"
"390",2003-07-01,2.2,6689.8,3.99,236241,2.15,-1.63,1206060.26110061,6.362,"denmark"
"391",2003-08-01,1.9,3159.9,4.34,234648,2.15,-1.37059157701917,1051869.97912048,6.5425,"denmark"
"392",2003-09-01,1.7,5622.6,4.41,232575,2.15,-0.440095836631781,911231.021273157,6.6653,"denmark"
"393",2003-10-01,1.9,8318.5,4.19,230671,2.15,0.660000000000001,783531.75792901,6.5953,"denmark"
"394",2003-11-01,1.4,4485.5,4.51,231447,2.15,1.50068960520513,668160.559458411,6.3449,"denmark"
"395",2003-12-01,1.5,4599.3,4.63,231498,2.15,1.94289022527697,564505.796231731,6.3526,"denmark"
"396",2004-01-01,1.4,3544.2,4.47,226941,2.15,1.92,471955.83861934,6.0537,"denmark"
"397",2004-02-01,1.1,3418.7,4.41,215193,2.15,1.43301834138384,389899.056991608,5.8952,"denmark"
"398",2004-03-01,0.9,3828.1,4.23,206833,2.15,0.753349750338721,317723.821718906,5.8956,"denmark"
"399",2004-04-01,0.7,6173,4.11,215978,2.15,0.22,254818.503171604,6.0757,"denmark"
"400",2004-05-01,0.8,2702,4.37,223607,2.15,0.0757555477780147,200571.471720072,6.2104,"denmark"
"401",2004-06-01,1.3,3813.4,4.48,226558,2.15,0.178525588182961,154371.097734682,6.2021,"denmark"
"402",2004-07-01,1.1,5979.6,4.48,228523,2.15,0.29,115605.751585802,6.122,"denmark"
"403",2004-08-01,1.3,2857.3,4.59,229148,2.15,0.250255763800393,83663.803643804,6.0631,"denmark"
"404",2004-09-01,1.2,3563.9,4.38,229865,2.15,0.212918267299805,57933.6242790578,6.1007,"denmark"
"405",2004-10-01,1.1,5475,4.33,226669,2.15,0.41,37803.583861934,6.0866,"denmark"
"406",2004-11-01,1.7,5491.4,4.18,223103,2.15,0.941369545168561,22662.0527628028,5.9486,"denmark"
"407",2004-12-01,1.3,5740.1,4.01,219873,2.15,1.37831986113634,11897.4013520347,5.7178,"denmark"
"408",2005-01-01,1.2,3232.7,3.84,219366,2.15,1.16,4898,5.5449,"denmark"
"409",2005-02-01,1,3075.9,3.67,224375,2.15,0.0116734629327693,1052.21907706906,5.6699,"denmark"
"410",2005-03-01,1.3,5454.5,3.77,224701,2.15,-1.1969384525859,-251.571046387729,5.7195,"denmark"
"411",2005-04-01,1.4,4593.7,3.72,235939,2.15,-1.31,375,5.6488,"denmark"
"412",2005-05-01,1.8,4663.9,3.46,227164,2.15,0.361936603100362,2293.8365176421,5.7554,"denmark"
"413",2005-06-01,1.5,4265.2,3.28,233690,2.15,2.6427672825406,4760.97853210635,5.8628,"denmark"
"414",2005-07-01,1.8,3440.1,3.11,237008,2.15,3.89,7006,6.1247,"denmark"
"415",2005-08-01,2,5197,3.23,225791,2.15,2.98724679133245,8390.80522273291,6.1943,"denmark"
"416",2005-09-01,2.2,3978,3.07,226088,2.15,0.922535989090179,8806.61988092531,6.0665,"denmark"
"417",2005-10-01,2.4,6566.5,3.11,227013,2.15,-0.79,8277,6.0973,"denmark"
"418",2005-11-01,2,4972.2,3.38,211439,2.15,-1.03759043509683,6894.23888772255,6.2064,"denmark"
"419",2005-12-01,2,5096.4,3.44,207088,2.15,-0.31291123890131,5025.57898122947,6.3277,"denmark"
"420",2006-01-01,2.2,2989.6,3.27,210926,2.4,0.49,3107,6.2844,"denmark"
"421",2006-02-01,2.1,1497.1,3.46,213988,2.4,0.714596430536353,1568.57255971022,6.153,"denmark"
"422",2006-03-01,2.1,4776.5,3.52,183121,2.5,0.654294151700249,816.730860823484,6.2514,"denmark"
"423",2006-04-01,1.9,4212.8,3.84,183430,2.75,0.84,1252,6.2025,"denmark"
"424",2006-05-01,1.8,1989.9,4.03,183438,2.75,1.59587137961809,3020.10050306622,6.0798,"denmark"
"425",2006-06-01,2,2726.1,3.99,183578,2.75,2.41906796543365,5247.53461251363,5.8398,"denmark"
"426",2006-07-01,2.2,4504.3,4.12,183977,3,2.6,6806,5.8897,"denmark"
"427",2006-08-01,2,4247.7,3.96,183497,3,1.68747360654686,6883.39579839529,5.8826,"denmark"
"428",2006-09-01,2,3981.2,3.82,181670,3.25,0.263878431009599,5932.42698541829,5.8236,"denmark"
"429",2006-10-01,1.5,2953,3.73,182356,3.25,-0.829999999999999,4722,5.8633,"denmark"
"430",2006-11-01,1.5,2383.8,3.82,182306,3.5,-0.974654694694413,3799.27926631559,5.9085,"denmark"
"431",2006-12-01,1.7,3226.9,3.72,183396,3.5,-0.435692800583155,2824.46114951692,5.7858,"denmark"
"432",2007-01-01,1.8,1848.1,3.95,175551,3.75,0.299999999999999,1236,5.6452,"denmark"
"433",2007-02-01,1.8,1129.2,4.07,175133,3.75,0.82077480186042,-1189.51286365765,5.7364,"denmark"
"434",2007-03-01,1.9,-1310,3.97,178734,3.75,1.01592980836006,-3322.93825015262,5.6981,"denmark"
"435",2007-04-01,2,2400.3,4.08,182097,4,0.85,-3697,5.6232,"denmark"
"436",2007-05-01,1.7,-339.1,4.2,171700,4,0.348592524289768,-1420.3389227961,5.5155,"denmark"
"437",2007-06-01,1.8,824.7,4.5,172876,4,-0.21839680322744,2094.736295538,5.512,"denmark"
"438",2007-07-01,1.4,4479.4,4.64,179230,4.25,-0.52,4860,5.5463,"denmark"
"439",2007-08-01,1.2,3350.9,4.43,185732,4.25,-0.322922676797269,5439.23892521241,5.4199,"denmark"
"440",2007-09-01,1.1,1424.8,4.36,195714,4.25,0.215435182327481,4604.28936429692,5.4621,"denmark"
"441",2007-10-01,1.2,3302.4,4.44,187136,4.25,0.84,3679,5.3563,"denmark"
"442",2007-11-01,1.7,1461.9,4.33,184704,4.25,1.30680188660301,3566.34618490942,5.2363,"denmark"
"443",2007-12-01,2.5,4764.2,4.21,182847,4.25,1.41628570354714,3485.80995097803,5.0766,"denmark"
"444",2008-01-01,2.3,1188.5,4.44,171382,4.25,0.98,2236,5.1235,"denmark"
"445",2008-02-01,2.9,1995.1,4.09,179528,4.25,-0.0379885733184804,-835.994035220448,5.0575,"denmark"
"446",2008-03-01,3.1,4373.7,4.02,180365,4.25,-1.06354095947902,-4189.15879783869,5.0507,"denmark"
"447",2008-04-01,3.1,1098.5,4.15,181526,4.25,-1.37,-5734,4.8043,"denmark"
"448",2008-05-01,3.2,3572,4.38,173766,4.25,-0.520773519255015,-3999.55522921281,4.7354,"denmark"
"449",2008-06-01,3.4,5035.1,4.66,162116,4.35,0.760470726961524,11.0104255618962,4.7963,"denmark"
"450",2008-07-01,3.8,2917.4,4.89,165083,4.35,1.46,4676,4.7926,"denmark"
"451",2008-08-01,4,4431.4,4.65,164018,4.6,0.869601168857061,8522.40013725688,4.7335,"denmark"
"452",2008-09-01,4.3,2352.9,4.44,164877,4.6,-0.496860466885594,10671.9319104059,4.9894,"denmark"
"453",2008-10-01,4.2,4974.4,4.35,161328,4.6,-1.82,10395,5.202,"denmark"
"454",2008-11-01,3.7,1866.7,4.45,134573,5.5,-2.46874226728434,7431.58430981493,5.6253,"denmark"
"455",2008-12-01,2.7,662.2,3.79,176007,5,-2.56525108164137,3399.96563651814,5.8448,"denmark"
"456",2009-01-01,2.4,319.7,3.36,216957,3.75,-2.42,388,5.5239,"denmark"
"457",2009-02-01,1.8,-904.7,3.74,221564,3,-2.290928396016,-92.6633024425162,5.6284,"denmark"
"458",2009-03-01,1.9,2772,3.49,237047,3,-2.22583891025263,1164.7981361141,5.8226,"denmark"
"459",2009-04-01,1.8,5548.8,3.39,262009,2.25,-2.22,2791,5.7137,"denmark"
"460",2009-05-01,1.4,3700.6,3.47,287442,2,-2.24124785235536,3756.69852958477,5.6437,"denmark"
"461",2009-06-01,1.3,5538,3.83,326201,1.65,-2.14768957364442,4393.21218939581,5.4585,"denmark"
"462",2009-07-01,1.2,6646.7,3.66,331011,1.45,-1.77,5372,5.3123,"denmark"
"463",2009-08-01,1,7859.7,3.63,337093,1.45,-1.02704315752552,7072.75807299234,5.2837,"denmark"
"464",2009-09-01,1.1,4156.1,3.62,374650,1.25,-0.190439832206736,8708.13088408042,5.2174,"denmark"
"465",2009-10-01,0.8,8000.7,3.56,394794,1,0.38,9199,5.1065,"denmark"
"466",2009-11-01,1,2864.9,3.68,378214,1,0.433124186161141,7892.04695622367,5.022,"denmark"
"467",2009-12-01,1.3,8978.3,3.53,386045,1,0.152411865434328,5837.1531631714,4.9914,"denmark"
"468",2010-01-01,1.4,5208.2,3.68,393331,0.95,-0.17,4510,5.106,"denmark"
"469",2010-02-01,2,2296.4,3.56,416050,0.8,-0.295823957489415,4960.94299100188,5.2177,"denmark"
"470",2010-03-01,1.9,4982.2,3.45,416825,0.8,-0.202170592493538,6539.03424101177,5.4414,"denmark"
"471",2010-04-01,2.2,10048.5,3.38,418184,0.7,0.0799999999999999,8168,5.4837,"denmark"
"472",2010-05-01,2.4,5768.7,3.17,404679,0.7,0.506097569722445,9053.84774643549,5.5472,"denmark"
"473",2010-06-01,2.2,3674.7,2.69,441555,0.5,0.977011245280564,9531.70987278154,5.9253,"denmark"
"474",2010-07-01,1.7,5901.2,2.68,438807,0.5,1.38,10219,6.0873,"denmark"
"475",2010-08-01,2.3,8756.5,2.76,429650,0.5,1.61402627119223,11480.8512084413,5.8179,"denmark"
"476",2010-09-01,2.3,5300,2.18,430009,0.5,1.62486635211202,12673.2744160102,5.7745,"denmark"
"477",2010-10-01,2.6,7913.9,2.38,433021,0.5,1.37,12900,5.6867,"denmark"
"478",2010-11-01,2.5,5828,2.63,424272,0.7,0.854093641804947,11585.1548272066,5.3638,"denmark"
"479",2010-12-01,2.6,7012.1,2.83,422170,0.7,0.270560383308381,9434.45172243678,5.4617,"denmark"
"480",2011-01-01,2.8,3365.8,3.03,421730,0.7,-0.14,7474,5.6366,"denmark"
"481",2011-02-01,2.7,6652.4,3.21,431533,0.7,-0.206326764337941,6507.86281606562,5.5749,"denmark"
"482",2011-03-01,2.7,6722.6,3.22,447277,0.7,-0.0345152927529561,6451.91869424265,5.4596,"denmark"
"483",2011-04-01,2.7,9811.2,3.43,454507,0.7,0.2,7000,5.3191,"denmark"
"484",2011-05-01,2.9,7590.7,3.25,454830,1.3,0.348250452583855,7865.2827974198,5.1577,"denmark"
"485",2011-06-01,3.1,5939.2,3.03,454206,0.95,0.367130417333072,8838.31794503706,5.203,"denmark"
"486",2011-07-01,3,6850.8,3.26,457271,0.95,0.24,9729,5.1782,"denmark"
"487",2011-08-01,2.9,7062.5,2.79,457960,1.55,-0.0233417126641444,10392.3763646255,5.223,"denmark"
"488",2011-09-01,2.6,7079.4,2.4,476813,1.1,-0.307339709912666,10864.1058219054,5.1973,"denmark"
"489",2011-10-01,2.5,6755.6,2.07,491430,1,-0.47,11225,5.417,"denmark"
"490",2011-11-01,2.8,6228.7,2.27,491807,1,-0.411179898223573,11414.6561885225,5.4225,"denmark"
"491",2011-12-01,2.6,7305.5,2.09,469844,1.2,-0.198141948052779,10807.8143228969,5.4886,"denmark"
"492",2012-01-01,2.5,4821.6,1.64,485105,0.8,0.0600000000000002,8638,5.6521,"denmark"
"493",2012-02-01,2.8,6199,1.75,492881,0.3,0.260283527780661,4703.62851091408,5.7599,"denmark"
"494",2012-03-01,2.8,6970.3,1.87,499277,0.3,0.324351946568226,1062.67392354394,5.6156,"denmark"
"495",2012-04-01,2.7,7536,1.81,483688,0.3,0.18,338.000000000002,5.6294,"denmark"
"496",2012-05-01,2.3,6242.1,1.64,482852,0.3,-0.188843101787959,4150.38532337675,5.6529,"denmark"
"497",2012-06-01,2.1,7994.4,1.04,503273,0.6,-0.57371028266457,10112.2677607051,5.8061,"denmark"
"498",2012-07-01,2.2,9140.9,1.46,513674,0.05,-0.71,14834,5.9266,"denmark"
"499",2012-08-01,2.3,9592.7,1.08,515073,0.2,-0.433059268776975,15794.904269653,6.059,"denmark"
"500",2012-09-01,2.6,7551.1,1.09,515318,-0.2,0.0219706655715358,13950.1809595617,6.0015,"denmark"
"501",2012-10-01,2.5,6146.7,1.49,514361,-0.2,0.32,11124,5.7855,"denmark"
"502",2012-11-01,2.3,7597,1.48,515109,-0.2,0.228857954673635,8763.36796838156,5.7486,"denmark"
"503",2012-12-01,2.3,8511,1.34,512864,0.2,-0.0719501573993509,6806.63803067788,5.81,"denmark"
"504",2013-01-01,2,-318.9,1.38,506655,0.2,-0.3,4815,5.6864,"denmark"
"505",2013-02-01,1.3,4988.4,1.79,496574,0.3,-0.260891068436083,2627.32756052444,5.6087,"denmark"
"506",2013-03-01,1.2,5577.1,1.6,484009,-0.1,-0.112318184122281,1193.22988068976,5.5894,"denmark"
"507",2013-04-01,0.9,6125.4,1.49,482749,-0.1,-0.1,1740,5.7552,"denmark"
"508",2013-05-01,0.8,6349,1.34,492349,-0.1,-0.371960347595969,4964.50697470586,5.7235,"denmark"
"509",2013-06-01,0.9,8913.4,1.6,492420,0.2,-0.685443772778193,9441.92392804457,5.741,"denmark"
"510",2013-07-01,0.9,5803.1,1.88,491268,-0.1,-0.7,13217,5.6513,"denmark"
"511",2013-08-01,0.6,7340.9,1.84,492328,-0.1,-0.203119393031894,14840.7186147262,5.6983,"denmark"
"512",2013-09-01,0.4,6266.6,2.05,492702,-0.1,0.505945127086906,14889.0003330579,5.6014,"denmark"
"513",2013-10-01,0.5,6662.3,1.96,492838,-0.1,1,14444,5.5814,"denmark"
"514",2013-11-01,0.7,10812.8,1.78,493057,-0.1,0.977030512316136,14233.5444923153,5.4662,"denmark"
"515",2013-12-01,0.5,6633.5,1.75,490201,0.2,0.635737338504644,13568.1488137979,5.5281,"denmark"
"516",2014-01-01,0.8,1712.3,1.99,488982,-0.1,0.3,11404,5.4418,"denmark"
"517",2014-02-01,1,3201.1,1.69,476318,-0.1,0.209812158582164,7264.10341601277,5.4787,"denmark"
"518",2014-03-01,0.5,5130.5,1.66,476359,-0.1,0.269624037413035,2938.73774508386,5.4606,"denmark"
"519",2014-04-01,0.4,6566.4,1.62,459204,-0.1,0.3,785,5.3975,"denmark"
"520",2014-05-01,0.7,4254.6,1.55,439009,0.05,0.180017149651506,2398.78258437439,5.4056,"denmark"
"521",2014-06-01,0.5,7531.5,1.37,437501,0.05,0.0228035488802519,6331.15946512594,5.4331,"denmark"
"522",2014-07-01,0.5,4379,1.29,439416,0.05,0,10372,5.4861,"denmark"
"523",2014-08-01,0.8,5247.7,1.53,441812,0.05,0.218267390959961,12783.062542786,5.5097,"denmark"
"524",2014-09-01,0.5,7395.5,1.19,442641,0.05,0.524346952251142,13713.6614314494,5.5987,"denmark"
"525",2014-10-01,0.5,5733.1,1.21,443563,-0.05,0.7,13785,5.7757,"denmark"
"526",2014-11-01,0.5,6834.6,1.09,444416,-0.05,0.598765138360501,13456.5228000373,5.8723,"denmark"
"527",2014-12-01,0.5,3116.9,0.94,447332,-0.05,0.36129012359666,12540.6392535208,5.966,"denmark"
"528",2015-01-01,0.3,2727.1,0.84,450144,-0.05,0.2,10688,6.0351,"denmark"
"529",2015-02-01,-0.1,3473.5,0.37,564100,0.05,0.264449833375811,7827.43884965734,6.4083,"denmark"
"530",2015-03-01,0.2,5073.8,0.31,738144,-0.75,0.45271477558444,5000.52229520794,6.5636,"denmark"
"531",2015-04-01,0.6,9715.7,0.3,738753,-0.75,0.6,3527,6.8954,"denmark"
"532",2015-05-01,0.5,7812.5,0.52,706128,-0.75,0.580472565173291,4344.94402355554,6.9011,"denmark"
"533",2015-06-01,0.6,7422.7,0.66,659801,-0.75,0.424147070361875,6865.71601009184,6.6823,"denmark"
"534",2015-07-01,0.7,2713.9,1.01,627778,-0.75,0.2,10119,6.646,"denmark"
"535",2015-08-01,0.7,4145.8,0.827,584342,-0.75,-0.0307845385134212,13236.6369079723,6.785,"denmark"
"536",2015-09-01,0.5,4313.7,1.002,539033,-0.75,-0.238191945920829,15759.0951459062,6.7035,"denmark"
"537",2015-10-01,0.5,6613.7,0.855,515465,-0.75,-0.4,17329,6.6447,"denmark"
"538",2015-11-01,0.4,3873.2,0.866,493734,-0.75,-0.493986478528713,17568.5453815921,6.6453,"denmark"
"539",2015-12-01,0.3,5388.5,0.747,483900,-0.75,-0.497929159284746,16018.1997025798,6.9555,"denmark"
"540",2016-01-01,0.5,NA,0.942,434900,-0.75,-0.389605820045876,12198,6.853,"denmark"
"541",2016-02-01,NA,NA,0.635,NA,-0.65,-0.146794238589882,5627.98331088988,6.8743,"denmark"
"542",2016-03-01,NA,NA,0.549,NA,NA,0.25272780730546,-4171.81332771357,6.7634,"denmark"
