"","Date","Infl_d","BOT_d","Yield_d","FER_d","Int_d","PrimeRate_d","1Y_Yield","GDPG_d","CA_d","FDI_d","Country"
"356",2000-09-01,3.4,-30035,5.88,65333,6.5,9.5,3.0127007233505,-104078.854125979,83943.7041755484,6.22,"usa"
"357",2000-10-01,3.5,-34018,5.79,66256,6.5,9.5,0.499999999999999,-106717,79979,6.07,"usa"
"358",2000-11-01,3.4,-33224,5.75,65257,6.5,9.5,0.363857330127262,-107966.919305741,85781.4115821351,6.12,"usa"
"359",2000-12-01,3.4,-32607,5.44,65523,6.5,9.5,1.54464204382435,-108281.744724627,94877.2523312446,5.92,"usa"
"360",2001-01-01,3.4,-33454,5.1,67647,6.5,9.5,2.3,-108464,97534,5.32,"usa"
"361",2001-02-01,3.7,-34817,5.15,67542,5.5,9.05,1.41757809784125,-108969.483601186,87337.6707836337,4.6,"usa"
"362",2001-03-01,3.5,-29349,5.02,66486,5.5,8.5,-0.194972602351609,-108867.09290144,71148.4346476215,4.47,"usa"
"363",2001-04-01,2.9,-32732,4.93,64222,5.5,8.32,-1.1,-106879,59145,4.09,"usa"
"364",2001-05-01,3.3,-31217,5.33,64731,5,7.8,-0.330466017788574,-102442.59073396,58146.8682462931,3.94,"usa"
"365",2001-06-01,3.6,-27446,5.4,65254,4.5,7.24,1.19821132854505,-97856.1058918361,61536.7127819732,3.63,"usa"
"366",2001-07-01,3.2,-29140,5.4,64847,4,6.98,2.1,-96133,59338,3.72,"usa"
"367",2001-08-01,2.7,-30081,5.03,65736,3.75,6.75,1.41539708442415,-99034.4867963073,45068.1895645273,3.53,"usa"
"368",2001-09-01,2.7,-28171,4.92,67852,3.75,6.67,-0.10898382293969,-103312.816864549,26220.7142244857,3.41,"usa"
"369",2001-10-01,2.6,-31141,4.57,70963,3.5,6.28,-1.3,-104468,13783,2.49,"usa"
"370",2001-11-01,2.1,-30839,4.26,69707,3,5.53,-1.27186306064879,-99616.5361548847,15407.3734955978,2.07,"usa"
"371",2001-12-01,1.9,-29737,4.74,69157,2.5,5.1,-0.288201962712215,-92340.8859092269,25405.7636534175,2.06,"usa"
"372",2002-01-01,1.6,-26839,5.04,68654,2,4.84,1.1,-87840,34755,2.17,"usa"
"373",2002-02-01,1.1,-29355,5.03,67532,1.75,4.75,2.39798108409691,-89868.9611767464,36498.9090456741,2.29,"usa"
"374",2002-03-01,1.1,-32287,4.92,67357,1.75,4.75,3.33586574786262,-96407.3802392841,31949.3052359186,2.25,"usa"
"375",2002-04-01,1.5,-30825,5.41,67574,1.75,4.75,3.7,-103991,24485,2.7,"usa"
"376",2002-05-01,1.6,-33666,5.09,67844,1.75,4.75,3.38734613166854,-109771.952471463,17070.0643957799,2.35,"usa"
"377",2002-06-01,1.2,-33921,5.04,69579,1.75,4.75,2.73733156385431,-113367.92646697,11009.6079955007,2.34,"usa"
"378",2002-07-01,1.1,-34900,4.82,74696,1.75,4.75,2.2,-115013,7194,2.06,"usa"
"379",2002-08-01,1.5,-33650,4.46,74751,1.75,4.75,2.08596772256224,-115100.00671518,6358.38892676187,1.8,"usa"
"380",2002-09-01,1.8,-35743,4.11,75307,1.75,4.75,2.14814133005346,-114656.802781725,8617.04055985636,1.74,"usa"
"381",2002-10-01,1.5,-36519,3.6,75860,1.75,4.75,2,-114870,13929,1.53,"usa"
"382",2002-11-01,2,-35171,3.9,75499,1.75,4.75,1.39841260771211,-116663.057704855,21919.5280453208,1.46,"usa"
"383",2002-12-01,2.2,-39624,4.21,75690,1.75,4.35,0.673806819635563,-119906.825369092,30878.7482835924,1.56,"usa"
"384",2003-01-01,2.4,-43294,3.82,79006,1.25,4.25,0.3,-124209,38763,1.32,"usa"
"385",2003-02-01,2.6,-40740,3.97,78434,1.25,4.25,0.605567031774491,-129008.503206141,43589.3507438069,1.31,"usa"
"386",2003-03-01,3,-39363,3.68,78579,1.25,4.25,1.33811287288577,-133069.155001167,43617.7811205889,1.24,"usa"
"387",2003-04-01,3,-43355,3.82,80049,1.25,4.25,2.1,-134986,37169,1.19,"usa"
"388",2003-05-01,2.2,-41987,3.85,80405,1.25,4.25,2.61265259852326,-133926.114655765,23762.7356461182,1.22,"usa"
"389",2003-06-01,2.1,-40779,3.33,82287,1.25,4.25,3.07374168882134,-131344.702774389,7714.79390071856,1.13,"usa"
"390",2003-07-01,2.1,-39621,3.52,81660,1.25,4.22,3.8,-129269,-5460,1.09,"usa"
"391",2003-08-01,2.1,-41363,4.47,80620,1,4,4.96604479635471,-129134.593726354,-11320.0340690206,1.28,"usa"
"392",2003-09-01,2.2,-39802,4.38,80422,1,4,6.17803148293996,-130010.47834572,-9716.54931605574,1.35,"usa"
"393",2003-10-01,2.3,-41706,3.93,84431,1,4,6.9,-130374,-1574,1.15,"usa"
"394",2003-11-01,2,-41271,4.29,84150,1,4,6.74539043828014,-129204.547475858,11471.0302595939,1.31,"usa"
"395",2003-12-01,1.8,-39841,4.29,85142,1,4,5.92524349052993,-127489.680139025,24933.4404005414,1.39,"usa"
"396",2004-01-01,1.9,-44064,4.26,85938,1,4,4.8,-126719,33616,1.26,"usa"
"397",2004-02-01,2,-44352,4.13,85257,1,4,3.69683789496918,-128108.697851697,34061.7648824968,1.28,"usa"
"398",2004-03-01,1.7,-44322,3.96,84741,1,4,2.8098834438292,-131781.319616698,29774.9358620381,1.21,"usa"
"399",2004-04-01,1.7,-46484,3.83,85192,1,4,2.3,-137586,26000,1.2,"usa"
"400",2004-05-01,2.3,-47479,4.5,82090,1,4,2.26725798184313,-145021.179635872,26591.3176178263,1.55,"usa"
"401",2004-06-01,3.1,-48169,4.63,82804,1,4,2.56855606748659,-152182.522875665,29842.742077232,1.83,"usa"
"402",2004-07-01,3.3,-54702,4.61,82652,1.25,4.01,3,-156815,32658,2.09,"usa"
"403",2004-08-01,2.9,-51293,4.47,81375,1.25,4.25,3.38227832580646,-157647.102123333,32925.5942758276,2.13,"usa"
"404",2004-09-01,2.7,-53316,4.12,82603,1.25,4.43,3.63441080474297,-157341.403695458,32473.1328660708,1.99,"usa"
"405",2004-10-01,2.5,-51489,4.11,82578,1.5,4.58,3.7,-159544,34113,2.21,"usa"
"406",2004-11-01,3.2,-54961,4.02,84232,1.75,4.75,3.57029538159769,-166499.59705598,39675.5275010855,2.28,"usa"
"407",2004-12-01,3.5,-58819,4.36,86702,1.75,4.93,3.42713404687486,-174847.343823986,47062.837569596,2.63,"usa"
"408",2005-01-01,3.3,-54500,4.21,86824,2,5.15,3.5,-179825,53195,2.75,"usa"
"409",2005-02-01,3,-55561,4.13,81366,2.25,5.25,3.90691051817314,-178258.917060154,55199.8512753861,2.96,"usa"
"410",2005-03-01,3,-57454,4.37,80168,2.25,5.49,4.32001597072054,-173329.81360119,51036.2946333231,3.2,"usa"
"411",2005-04-01,3.1,-52619,4.49,78942,2.5,5.58,4.3,-169807,38871,3.35,"usa"
"412",2005-05-01,3.5,-57115,4.2,79526,2.75,5.75,3.58724773089493,-171130.549518219,18906.3636936665,3.33,"usa"
"413",2005-06-01,2.8,-56264,4.03,77742,2.75,5.98,2.64095021839114,-175423.58695644,-512.312399184593,3.32,"usa"
"414",2005-07-01,2.5,-58260,3.94,76594,3.25,6.01,2.1,-179480,-9004.00000000001,3.45,"usa"
"415",2005-08-01,3.2,-58063,4.28,74620,3.25,6.25,2.38483929898787,-181136.588570675,224.286542540318,3.8,"usa"
"416",2005-09-01,3.6,-58388,4.04,72243,3.25,6.44,3.04210908164085,-182401.801536012,19613.3623708227,3.77,"usa"
"417",2005-10-01,4.7,-64923,4.32,71273,3.5,6.59,3.4,-186327,38016,4.01,"usa"
"418",2005-11-01,4.3,-67140,4.55,70218,3.75,6.75,3.02154322130175,-194676.281384265,46837.6382843203,4.31,"usa"
"419",2005-12-01,3.5,-64090,4.5,68773,4,7,2.409131973564,-204064.688380991,47694.3814344124,4.34,"usa"
"420",2006-01-01,3.4,-64366,4.39,65127,4,7.15,2.3,-209820,44755,4.38,"usa"
"421",2006-02-01,4,-66680,4.53,65594,4.5,7.26,3.15491374173105,-208732.693299671,41799.7158757339,4.58,"usa"
"422",2006-03-01,3.6,-62851,4.54,65364,4.5,7.5,4.32877043151057,-203444.037532615,41054.5563359723,4.73,"usa"
"423",2006-04-01,3.4,-62574,4.85,65354,4.5,7.53,4.9,-198058,44357,4.82,"usa"
"424",2006-05-01,3.5,-62844,5.07,66846,4.75,7.75,4.221764774737,-195938.426898533,52384.7574720032,4.9,"usa"
"425",2006-06-01,4.2,-64844,5.11,67706,4.75,7.93,2.74615667076408,-197488.680007068,61176.4672957725,5.07,"usa"
"426",2006-07-01,4.3,-63481,5.13,67935,5,8.02,1.2,-202372,65611,5.21,"usa"
"427",2006-08-01,4.1,-66525,4.98,67559,5.25,8.25,0.1987679000617,-209600.154661754,62564.8097918089,5.11,"usa"
"428",2006-09-01,3.8,-67823,4.72,66606,5.25,8.25,-0.0874711886409842,-215579.02021689,56904.6855920486,5.01,"usa"
"429",2006-10-01,2.1,-64936,4.63,66217,5.25,8.25,0.4,-216063,55495,4.91,"usa"
"430",2006-11-01,1.3,-58990,4.6,65588,5.25,8.25,1.5757562176088,-208589.584084081,62691.818175576,4.99,"usa"
"431",2006-12-01,2,-58575,4.46,66705,5.25,8.25,2.77780215787393,-197828.609495743,72817.9755212181,4.94,"usa"
"432",2007-01-01,2.5,-61592,4.71,65895,5.25,8.25,3.2,-190233,77688,5,"usa"
"433",2007-02-01,2.1,-57656,4.82,65063,5.25,8.25,2.35005908135496,-190334.397890812,71749.4730614426,5.09,"usa"
"434",2007-03-01,2.4,-58478,4.55,66082,5.25,8.25,0.991077371960094,-194979.319577917,59982.1901008566,4.96,"usa"
"435",2007-04-01,2.8,-61797,4.65,66551,5.25,8.25,0.2,-199093,49999,4.9,"usa"
"436",2007-05-01,2.6,-60514,4.63,66720,5.25,8.25,0.724007456971349,-198771.713241562,47880.5488379128,4.89,"usa"
"437",2007-06-01,2.7,-59288,4.89,66008,5.25,8.25,1.99122168761903,-194795.889970368,53578.6714827629,4.95,"usa"
"438",2007-07-01,2.7,-59520,5.03,66127,5.25,8.25,3.1,-189117,65513,4.91,"usa"
"439",2007-08-01,2.4,-59914,4.77,67029,5.25,8.25,3.37983701668557,-183300.489883682,80744.0352906097,4.85,"usa"
"440",2007-09-01,2,-57005,4.54,67508,5.25,8.25,3.08477661830452,-177367.713133204,90895.7535977214,4.19,"usa"
"441",2007-10-01,2.8,-57794,4.57,69070,5.25,8.03,2.7,-170954,86233,4.05,"usa"
"442",2007-11-01,3.5,-56538,4.46,69626,4.5,7.74,2.54553336517527,-164224.327223711,61961.9025922408,4.04,"usa"
"443",2007-12-01,4.3,-59717,3.96,70966,4.5,7.5,2.280782950274,-159462.257496816,33053.721533759,3.26,"usa"
"444",2008-01-01,4.1,-57154,4.03,70565,4.5,7.33,1.4,-159481,19421,3.34,"usa"
"445",2008-02-01,4.3,-61139,3.63,72017,4.25,6.98,-0.332340847757009,-165807.682702954,34281.5765626493,2.11,"usa"
"446",2008-03-01,4,-64348,3.53,73404,3,6,-2.0708713823635,-174825.108731384,64074.4713783536,1.77,"usa"
"447",2008-04-01,4,-60064,3.43,75764,3,5.66,-2.7,-181630,88544,1.55,"usa"
"448",2008-05-01,3.9,-63528,3.76,74372,2,5.24,-1.51987367785093,-182707.09011262,92589.3467127175,1.85,"usa"
"449",2008-06-01,4.2,-62151,4.04,75170,2,5,0.506406282883697,-180093.159429499,81729.1707306042,2.22,"usa"
"450",2008-07-01,5,-60670,3.97,75740,2,5,2,-177213,66637,2.36,"usa"
"451",2008-08-01,5.6,-66842,3.97,74832,2,5,1.90072444804964,-176569.586476196,56506.1476975917,2.27,"usa"
"452",2008-09-01,5.4,-62108,3.81,72560,2,5,0.42302402860649,-176978.623920991,54609.0679214519,2.17,"usa"
"453",2008-10-01,4.9,-60499,3.82,71834,2,5,-1.9,-176334,62738,1.78,"usa"
"454",2008-11-01,3.7,-60191,3.98,69763,2,4.56,-4.52006115138465,-172694.341760376,79980.321756175,1.34,"usa"
"455",2008-12-01,1.1,-44724,2.96,73378,1,4,-6.82813202693929,-164777.233775426,94603.9649909956,0.9,"usa"
"456",2009-01-01,0.1,-42463,2.25,77648,1,3.61,-8.2,-151465,92172,0.37,"usa"
"457",2009-02-01,0,-37842,2.84,75364,0.25,3.25,-8.19455391658512,-132706.676111932,64154.6023147452,0.51,"usa"
"458",2009-03-01,0.2,-27767,3.04,73199,0.25,3.25,-7.10308851344194,-112718.144681007,25650.3684108621,0.72,"usa"
"459",2009-04-01,-0.4,-29162,2.68,74958,0.25,3.25,-5.4,-96782,-2335,0.57,"usa"
"460",2009-05-01,-0.7,-29705,3.12,75115,0.25,3.25,-3.52764910820081,-88770.6945326389,-4597.1384225633,0.49,"usa"
"461",2009-06-01,-1.3,-25372,3.46,81738,0.25,3.25,-1.80025466003371,-86916.1134264714,10862.9687729635,0.47,"usa"
"462",2009-07-01,-1.4,-26367,3.52,81686,0.25,3.25,-0.5,-88040,30243,0.56,"usa"
"463",2009-08-01,-2.1,-32790,3.5,82931,0.25,3.25,0.212557756795772,-89552.1753871425,42739.5069310636,0.48,"usa"
"464",2009-09-01,-1.5,-31267,3.4,126846,0.25,3.25,0.663366412836043,-91214.7719834778,49544.5342750618,0.43,"usa"
"465",2009-10-01,-1.3,-34491,3.3,134296,0.25,3.25,1.3,-93378,54849,0.4,"usa"
"466",2009-11-01,-0.2,-33826,3.38,134690,0.25,3.25,2.38852919212883,-96252.1224373095,61511.1477353461,0.37,"usa"
"467",2009-12-01,1.8,-37203,3.19,135020,0.25,3.25,3.46901123091176,-99487.6134544321,67058.5237564189,0.27,"usa"
"468",2010-01-01,2.7,-37983,3.83,130760,0.25,3.25,3.9,-102595,67686,0.47,"usa"
"469",2010-02-01,2.6,-37154,3.58,129960,0.25,3.25,3.29258473394815,-105185.483011768,60874.1243497743,0.3,"usa"
"470",2010-03-01,2.1,-41034,3.61,129293,0.25,3.25,2.26799607092432,-107272.959383979,49246.1484770403,0.32,"usa"
"471",2010-04-01,2.3,-39766,3.82,127521,0.25,3.25,1.7,-108972,36711,0.41,"usa"
"472",2010-05-01,2.2,-40864,3.65,126481,0.25,3.25,2.18187261281932,-110458.871441546,27099.2437544458,0.41,"usa"
"473",2010-06-01,2,-41333,3.29,124174,0.25,3.25,3.1849304113169,-112156.623083726,23927.9934465311,0.34,"usa"
"474",2010-07-01,1.1,-46557,2.93,124514,0.25,3.25,3.9,-114550,30636,0.32,"usa"
"475",2010-08-01,1.2,-40413,2.9052,129127,0.25,3.25,3.75770259255236,-117665.364555382,48369.1228546649,0.29,"usa"
"476",2010-09-01,1.1,-44921,2.47,128447,0.25,3.25,3.14783783936364,-119695.548281116,69101.655514613,0.25,"usa"
"477",2010-10-01,1.1,-44042,2.5,133099,0.25,3.25,2.7,-118375,82515,0.27,"usa"
"478",2010-11-01,1.2,-39998,2.5993,135392,0.25,3.25,2.81694664660089,-112563.337003592,81265.8944565243,0.22,"usa"
"479",2010-12-01,1.1,-37762,2.79,130282,0.25,3.25,2.99408860159892,-105620.850458478,69912.4215320541,0.27,"usa"
"480",2011-01-01,1.5,-40815,3.2935,132433,0.25,3.25,2.5,-102033,55988,0.29,"usa"
"481",2011-02-01,1.6,-47123,3.38,133943,0.25,3.25,0.930066376599655,-104890.02817099,45804.5585784971,0.26,"usa"
"482",2011-03-01,2.1,-43718,3.41,134655,0.25,3.25,-0.81308113464819,-111701.309144232,40788.0657645781,0.25,"usa"
"483",2011-04-01,2.7,-43478,3.45,139315,0.25,3.25,-1.5,-118581,41143,0.3,"usa"
"484",2011-05-01,3.2,-42227,3.2863,142989,0.25,3.25,-0.35202696781432,-122377.920682818,46477.649007265,0.22,"usa"
"485",2011-06-01,3.6,-47220,3.04,146946,0.25,3.25,1.60638408514199,-122879.542594222,54015.5376318557,0.18,"usa"
"486",2011-07-01,3.6,-49433,3.15,147660,0.25,3.25,2.9,-120608,60384,0.19,"usa"
"487",2011-08-01,3.6,-45689,2.7961,149704,0.25,3.25,2.52618964280577,-116292.955764404,63221.4750220725,0.2,"usa"
"488",2011-09-01,3.8,-44968,2.21,150654,0.25,3.25,1.37272997926541,-111494.187145545,64210.820745036,0.1,"usa"
"489",2011-10-01,3.9,-43305,1.9154,148487,0.25,3.25,0.799999999999999,-107979,66046,0.13,"usa"
"490",2011-11-01,3.5,-44962,2.17,150695,0.25,3.25,1.73986098918382,-107120.922926234,70122.0434970374,0.12,"usa"
"491",2011-12-01,3.4,-47044,2.06,148028,0.25,3.25,3.41010340520379,-108718.375490265,72638.2534620743,0.12,"usa"
"492",2012-01-01,3,-49460,1.87,147953,0.25,3.25,4.6,-112176,68495,0.12,"usa"
"493",2012-02-01,2.9,-51266,1.8,149280,0.25,3.25,4.43658862268116,-116757.908086216,54979.9435823704,0.13,"usa"
"494",2012-03-01,2.9,-43338,1.97,148882,0.25,3.25,3.39796751103053,-121166.088671173,38929.9061474075,0.18,"usa"
"495",2012-04-01,2.6,-49850,2.21,149078,0.25,3.25,2.3,-123962,29569,0.19,"usa"
"496",2012-05-01,2.3,-47773,1.91,152463,0.25,3.25,1.76563637194338,-124065.370654826,33088.034025333,0.2,"usa"
"497",2012-06-01,1.7,-47184,1.58,148865,0.25,3.25,1.64617469882222,-121829.010565782,43544.6034297773,0.18,"usa"
"498",2012-07-01,1.7,-43078,1.65,149830,0.25,3.25,1.6,-117964,51963,0.21,"usa"
"499",2012-08-01,1.4,-43834,1.48,149384,0.25,3.25,1.36012514880458,-113245.09077596,51872.1055014828,0.16,"usa"
"500",2012-09-01,1.7,-44536,1.5484,151501,0.25,3.25,0.95807443442133,-108701.720917549,46819.1616149649,0.16,"usa"
"501",2012-10-01,2,-40150,1.6335,153075,0.25,3.25,0.5,-105427,42856,0.17,"usa"
"502",2012-11-01,2.2,-42358,1.68,152228,0.25,3.25,0.10127044024571,-104165.747722814,44286.9884131803,0.18,"usa"
"503",2012-12-01,1.8,-46604,1.6156,151276,0.25,3.25,-0.0858798439149446,-104269.624282542,48426.638999252,0.18,"usa"
"504",2013-01-01,1.7,-37634,1.75,150175,0.25,3.25,0.1,-104742,50842,0.16,"usa"
"505",2013-02-01,1.6,-42205,1.98,151895,0.25,3.25,0.723681979101469,-104746.066480933,48605.7926976479,0.15,"usa"
"506",2013-03-01,2,-41770,1.89,148837,0.25,3.25,1.46322271901623,-104084.300470803,44813.4305361751,0.17,"usa"
"507",2013-04-01,1.5,-36973,1.8486,146327,0.25,3.25,1.9,-102719,44066,0.14,"usa"
"508",2013-05-01,1.1,-40417,1.67,146794,0.25,3.25,1.75955719890397,-100745.430797899,49308.8778332652,0.11,"usa"
"509",2013-06-01,1.4,-44831,2.1282,144042,0.25,3.25,1.34410007896115,-98790.7293898028,56864.6018190105,0.14,"usa"
"510",2013-07-01,1.8,-36552,2.4857,145706,0.25,3.25,1.1,-97615,61400,0.15,"usa"
"511",2013-08-01,2,-39419,2.59,147427,0.25,3.25,1.36771885491228,-97549.8769941396,59499.9922655876,0.11,"usa"
"512",2013-09-01,1.5,-39515,2.7839,145753,0.25,3.25,2.06408066884289,-97213.1153033195,55421.8658914865,0.13,"usa"
"513",2013-10-01,1.2,-42263,2.61,147650,0.25,3.25,3,-94794,55341,0.1,"usa"
"514",2013-11-01,1,-39083,2.54,147086,0.25,3.25,3.92882664070616,-89396.5427070248,63011.1901414216,0.1,"usa"
"515",2013-12-01,1.2,-35972,2.7445,145113,0.25,3.25,4.37365131974137,-83783.6612487712,72499.8975780064,0.13,"usa"
"516",2014-01-01,1.5,-37393,3,144574,0.25,3.25,3.8,-81633,75453,0.13,"usa"
"517",2014-02-01,1.6,-38841,2.644,144416,0.25,3.25,1.98734495263346,-85278.2114370207,66366.7656872446,0.1,"usa"
"518",2014-03-01,1.1,-42230,2.6476,145205,0.25,3.25,-0.0290563181787267,-91676.9804423367,51139.0252779693,0.12,"usa"
"519",2014-04-01,1.5,-43124,2.72,144284,0.25,3.25,-0.899999999999999,-96443,38518,0.13,"usa"
"520",2014-05-01,2,-45583,2.64,144281,0.25,3.25,0.269941696908154,-96484.6856189666,34962.7100725631,0.11,"usa"
"521",2014-06-01,2.1,-43231,2.4759,144581,0.25,3.25,2.56109247149206,-93889.3429078081,37775.3716804868,0.1,"usa"
"522",2014-07-01,2.1,-40810,2.51,145176,0.25,3.25,4.6,-92039,41969,0.11,"usa"
"523",2014-08-01,2,-40655,2.5578,142916,0.25,3.25,5.34029566714133,-93320.3794204462,43663.6903187995,0.12,"usa"
"524",2014-09-01,1.7,-39916,2.3431,141318,0.25,3.25,5.04394569146974,-96138.9812597642,43407.8583704539,0.09,"usa"
"525",2014-10-01,1.7,-43368,2.4888,137054,0.25,3.25,4.3,-97905,42857,0.13,"usa"
"526",2014-11-01,1.7,-41898,2.3353,136285,0.25,3.25,3.57998674563762,-97219.3152177671,43173.3064300168,0.11,"usa"
"527",2014-12-01,1.3,-39000,2.164,133639,NA,3.25,2.88534698485118,-97445.5468679497,43545.7503932532,0.13,"usa"
"528",2015-01-01,0.8,-45601,2.1712,130077,0.25,3.25,2.1,-103138,42670,0.25,"usa"
"529",2015-02-01,-0.1,-42447,1.6407,126603,0.25,3.25,1.20272031327113,-115878.359708486,39771.1209981702,0.18,"usa"
"530",2015-03-01,0,-37248,1.993,124717,0.25,3.25,0.551703406162565,-125357.831268437,36191.7696861631,0.22,"usa"
"531",2015-04-01,-0.1,-50566,1.9231,119270,0.25,3.25,0.6,-118295,33804,0.26,"usa"
"532",2015-05-01,-0.2,-40879,2.0317,121290,0.25,3.25,1.59431718646302,-86818.4681705129,33953.5429106358,0.24,"usa"
"533",2015-06-01,0,-43473,2.1214,119535,0.25,3.25,2.95598753864671,-44696.9058360807,35880.837528761,0.26,"usa"
"534",2015-07-01,0.1,-46287,2.3531,120333,0.25,3.25,3.9,-11109,38300,0.28,"usa"
"535",2015-08-01,0.2,-42460,2.1801,119318,0.25,3.25,3.8496405705064,-4151.43427612938,40030.4110629903,0.33,"usa"
"536",2015-09-01,0.2,-48839,2.2179,120897,0.25,3.25,3.06138347628764,-37592.8787205738,40312.5098284224,0.39,"usa"
"537",2015-10-01,0,-42484,2.0368,120218,0.25,3.25,2,-124120,38492,0.33,"usa"
"538",2015-11-01,0.2,-44610,2.1421,119267,0.25,3.25,1.08860201299285,-276419.464781075,33914.5852814268,0.34,"usa"
"539",2015-12-01,0.5,-42226,2.206,116640,0.25,3.25,0.583663741387908,-507177.939730464,25925.9693764065,0.51,"usa"
"540",2016-01-01,0.7,-43357,2.2694,117581,0.5,3.37,0.7,-829082.091514836,13871.8559886429,0.65,"usa"
"541",2016-02-01,1.4,NA,1.9209,NA,0.5,3.5,1.65242560364394,-1254818.58680086,-2902.05117816044,0.47,"usa"
"542",2016-03-01,NA,NA,1.7449,NA,NA,NA,3.65575536713453,-1797074.09225519,-25050.0484202998,0.53,"usa"
